# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "4" "-O" "--fraction" "-M" "--fraction" "-p" "-t" "region" "-g" "ID" "-a" "ddis_regions.gff" "-o" "counts/regions_ddis.txt" "star_map_ddis/Ddis-0h-A.bam" "star_map_ddis/Ddis-0h-B.bam" "star_map_ddis/Ddis-0h-C.bam" "star_map_ddis/Ddis-16h-A.bam" "star_map_ddis/Ddis-16h-B.bam" "star_map_ddis/Ddis-16h-C.bam" "star_map_ddis/Ddis-24h-A.bam" "star_map_ddis/Ddis-24h-B.bam" "star_map_ddis/Ddis-24h-C.bam" 
Geneid	Chr	Start	End	Strand	Length	star_map_ddis/Ddis-0h-A.bam	star_map_ddis/Ddis-0h-B.bam	star_map_ddis/Ddis-0h-C.bam	star_map_ddis/Ddis-16h-A.bam	star_map_ddis/Ddis-16h-B.bam	star_map_ddis/Ddis-16h-C.bam	star_map_ddis/Ddis-24h-A.bam	star_map_ddis/Ddis-24h-B.bam	star_map_ddis/Ddis-24h-C.bam
NC_007087.3:35001..37500	NC_007087.3	35001	37500	+	2500	3.58	2	0.67	12	3.33	5.42	8.83	21.83	0.33
NC_007087.3:37501..40000	NC_007087.3	37501	40000	+	2500	6	0	8	4	4	37.75	24	40	38
NC_007087.3:40001..42500	NC_007087.3	40001	42500	+	2500	14.46	10.67	11.42	0	0.25	2.25	2	3.67	2.08
NC_007087.3:42501..45000	NC_007087.3	42501	45000	+	2500	23.26	22.33	15.42	40.30	8.82	7.92	14.50	10.10	20.42
NC_007087.3:45001..47500	NC_007087.3	45001	47500	+	2500	748.62	11441.12	2276.31	4230.90	21357.69	35165.62	25302.69	43101.35	51692.70
NC_007087.3:47501..50000	NC_007087.3	47501	50000	+	2500	440.78	12195.96	2366.47	1047.04	20256.77	33487.37	11266.45	43940.05	43388.07
NC_007087.3:50001..52500	NC_007087.3	50001	52500	+	2500	15.39	172.55	53.28	69.80	268.44	217.65	160.99	740.77	622.92
NC_007087.3:52501..55000	NC_007087.3	52501	55000	+	2500	31.36	492.10	177.20	132.93	901.13	1275.82	825.94	2285.63	1969.88
NC_007087.3:55001..57500	NC_007087.3	55001	57500	+	2500	86.67	485.04	304.30	164.36	669.95	1025.83	653.07	2279.35	1576.08
NC_007087.3:57501..60000	NC_007087.3	57501	60000	+	2500	8.53	305.79	129.70	70.96	449.41	683.33	408.26	1322.63	1015.78
NC_007087.3:60001..62500	NC_007087.3	60001	62500	+	2500	34.89	412.61	197.27	253.46	809.44	1121.71	684.10	2097.38	1691.10
NC_007087.3:62501..65000	NC_007087.3	62501	65000	+	2500	43.67	106.33	87	214	66	34.92	13.50	42.33	56.67
NC_007087.3:65001..67500	NC_007087.3	65001	67500	+	2500	46.38	68.20	51.83	43.30	21.80	33.92	75.87	38.43	104.23
NC_007087.3:67501..70000	NC_007087.3	67501	70000	+	2500	19.03	8.98	13.95	20.47	6.52	2.05	10.64	8.21	10.94
NC_007087.3:70001..72500	NC_007087.3	70001	72500	+	2500	616.75	748.23	646.60	58.92	21.20	17.43	93.43	213.85	166.95
NC_007087.3:72501..75000	NC_007087.3	72501	75000	+	2500	5.46	29.07	20.24	51.91	61.57	96.73	72.98	193.38	79.79
NC_007087.3:75001..77500	NC_007087.3	75001	77500	+	2500	33.99	911.93	424.41	358.24	1665.75	1963.19	2037.46	4663.24	4173.99
NC_007087.3:77501..80000	NC_007087.3	77501	80000	+	2500	37.69	258.44	163.97	67.53	463.89	501.26	303.38	1434.55	938.16
NC_007087.3:80001..82500	NC_007087.3	80001	82500	+	2500	44.02	229.03	94.15	200.38	535.02	399.96	467.30	1315.91	882.23
NC_007087.3:82501..85000	NC_007087.3	82501	85000	+	2500	144.12	2006.47	507.56	1136.62	4218.33	5847.60	4631.11	8976.65	8765.57
NC_007087.3:85001..87500	NC_007087.3	85001	87500	+	2500	36.88	759.16	242.30	125.65	1711.71	1270.76	957.33	4153.54	3227.54
NC_007087.3:87501..90000	NC_007087.3	87501	90000	+	2500	20.26	201.45	118.19	132.47	372.03	479.49	580.85	1283.91	1010.43
NC_007087.3:90001..92500	NC_007087.3	90001	92500	+	2500	7.79	17.89	22.61	61.12	58.78	4.22	60.17	185.46	71.34
NC_007087.3:92501..95000	NC_007087.3	92501	95000	+	2500	111.01	146.18	129.07	13.69	3.73	0.50	18.67	42.45	32.36
NC_007087.3:95001..97500	NC_007087.3	95001	97500	+	2500	10.78	11.11	8.81	9.57	5.76	13.44	24.70	45.55	12.58
NC_007087.3:97501..100000	NC_007087.3	97501	100000	+	2500	1.25	9.25	2.37	10	11.47	27.27	9	26.55	16.81
NC_007087.3:100001..102500	NC_007087.3	100001	102500	+	2500	0.25	0.20	2.25	1.34	0	9.67	2.25	6.72	1.60
NC_007087.3:102501..105000	NC_007087.3	102501	105000	+	2500	358.06	2318.53	892.89	790.18	2961.77	6025.37	4005.14	7758.33	9343.88
NC_007087.3:105001..107500	NC_007087.3	105001	107500	+	2500	270.21	10338.75	3510.26	1989.03	15169.30	24267.71	18819.21	41110.92	46392.79
NC_007087.3:107501..110000	NC_007087.3	107501	110000	+	2500	406.11	4329.80	1867.88	4027.32	8179.74	14302.06	15983.23	21133.90	23773.75
NC_007087.3:110001..112500	NC_007087.3	110001	112500	+	2500	5.49	164.67	80.20	37.74	259.67	412.28	280.03	750.30	771.68
NC_007087.3:112501..115000	NC_007087.3	112501	115000	+	2500	17.90	448.29	193.90	92.74	852.85	961.50	733.86	2411.50	2031.97
NC_007087.3:115001..117500	NC_007087.3	115001	117500	+	2500	13.26	465.20	164.33	85.71	862.45	1120.08	693.71	2241.35	1893.05
NC_007087.3:117501..120000	NC_007087.3	117501	120000	+	2500	1.25	50.23	24.89	4.54	59.92	12.80	3.21	71.58	32.37
NC_007087.3:120001..122500	NC_007087.3	120001	122500	+	2500	0.56	202.05	136.81	6.62	180.52	24.88	27.29	182.08	116.30
NC_007087.3:122501..125000	NC_007087.3	122501	125000	+	2500	59.82	385.26	176.55	127.38	465.74	662.54	268.01	1046.34	759.86
NC_007087.3:125001..127500	NC_007087.3	125001	127500	+	2500	0.77	11.82	3.54	5.10	16.37	30.48	30.56	39.33	23.96
NC_007087.3:127501..130000	NC_007087.3	127501	130000	+	2500	99.69	646.10	339.53	186.18	989.02	1518.46	772.72	2861.91	2230.38
NC_007087.3:130001..132500	NC_007087.3	130001	132500	+	2500	13.23	336.16	146.73	128.45	594.91	713.22	489.57	1732.89	1226.13
NC_007087.3:132501..135000	NC_007087.3	132501	135000	+	2500	10.91	690.84	223.81	83.66	1190.58	1540.42	832.47	3027.99	2663.76
NC_007087.3:135001..137500	NC_007087.3	135001	137500	+	2500	41.41	162.68	51.10	168.51	294.03	302.72	224.90	838.32	462.06
NC_007087.3:137501..140000	NC_007087.3	137501	140000	+	2500	16	37.19	24.85	38.20	83.38	72.43	48.95	232.31	129.41
NC_007087.3:140001..142500	NC_007087.3	140001	142500	+	2500	4.67	0	1	6.60	1	3	3	0.33	0.50
NC_007087.3:142501..145000	NC_007087.3	142501	145000	+	2500	3.33	0	0	2	1	5	4	4	2.50
NC_007087.3:145001..147500	NC_007087.3	145001	147500	+	2500	4.15	157.67	75.00	36.38	252.05	384.58	225.03	827.93	622.44
NC_007087.3:147501..150000	NC_007087.3	147501	150000	+	2500	5.83	57.30	36.66	46.43	167.90	95.61	118.75	435.78	261.05
NC_007087.3:150001..152500	NC_007087.3	150001	152500	+	2500	0	0	0	0	6.50	3	8	2.25	8
NC_007087.3:152501..155000	NC_007087.3	152501	155000	+	2500	2	0	0	1	0.20	3	0	0	2
NC_007087.3:155001..157500	NC_007087.3	155001	157500	+	2500	24.94	6	0.78	18.44	4	0.40	2	8.98	1.40
NC_007087.3:157501..160000	NC_007087.3	157501	160000	+	2500	16.87	14.01	17.74	18.95	13.18	5.77	18.53	9.21	20.80
NC_007087.3:160001..162500	NC_007087.3	160001	162500	+	2500	1636.14	2088.54	1279.30	176.22	84.13	62.13	280.53	475.45	494.07
NC_007087.3:162501..165000	NC_007087.3	162501	165000	+	2500	267.90	6560.38	1732.08	393.03	5199.88	3825.67	470.16	3363.09	3165.38
NC_007087.3:165001..167500	NC_007087.3	165001	167500	+	2500	35.28	3458.60	1165.07	44.32	2120.76	987.59	286.08	1544.54	1851.02
NC_007087.3:167501..170000	NC_007087.3	167501	170000	+	2500	316.58	5014.12	2064.17	524.93	2913.66	2670.36	941.76	2735.15	3264.77
NC_007087.3:170001..172500	NC_007087.3	170001	172500	+	2500	57.02	5809.41	1354.60	63.98	4136.89	2190.43	371.87	2678.92	3233.45
NC_007087.3:172501..175000	NC_007087.3	172501	175000	+	2500	50.23	3490.61	1322.92	70.86	1937.24	1140.83	427.44	1825.63	2090.22
NC_007087.3:175001..177500	NC_007087.3	175001	177500	+	2500	29.77	40.70	15.14	146.50	93.44	74.03	145.43	216.30	132.22
NC_007087.3:177501..180000	NC_007087.3	177501	180000	+	2500	16	18.84	16.92	36.87	33.93	53.45	40.85	108.74	51.68
NC_007087.3:180001..182500	NC_007087.3	180001	182500	+	2500	8.00	0	1	6.40	1	3	3	0.33	1.00
NC_007087.3:182501..185000	NC_007087.3	182501	185000	+	2500	1.85	8.52	9.24	4.56	16.68	18.28	14.34	53.54	30.81
NC_007087.3:185001..187500	NC_007087.3	185001	187500	+	2500	3.80	1350.80	336.61	24.49	1055.01	615.62	237.79	1188.33	1056.47
NC_007087.3:187501..190000	NC_007087.3	187501	190000	+	2500	21.39	3744.54	1152.64	56.35	2203.20	1145.52	212.57	1393.92	1442.94
NC_007087.3:190001..192500	NC_007087.3	190001	192500	+	2500	390.53	1531.18	632.82	280.20	717.88	420.33	202.71	525.06	494.33
NC_007087.3:192501..195000	NC_007087.3	192501	195000	+	2500	101.11	202.88	108.52	10.17	22.36	12.45	35.78	71.25	58.05
NC_007087.3:195001..197500	NC_007087.3	195001	197500	+	2500	119.58	45.00	69.50	66.71	61.75	19.40	43.63	16.34	35.61
NC_007087.3:197501..200000	NC_007087.3	197501	200000	+	2500	486	296.50	181.50	935	642.50	253.50	456.50	335	344.50
NC_007087.3:200001..202500	NC_007087.3	200001	202500	+	2500	477.50	5023.00	2835.17	1193.29	2923	3297.83	1636.79	2093.33	2602.55
NC_007087.3:202501..205000	NC_007087.3	202501	205000	+	2500	1029.50	4821.50	3064	1669.25	3261.50	1978.50	1610	2074.75	2607.50
NC_007087.3:205001..207500	NC_007087.3	205001	207500	+	2500	1630.50	2757.00	2649.47	3474.26	1828.79	626.50	1088.50	1744	1649
NC_007087.3:207501..210000	NC_007087.3	207501	210000	+	2500	2446.25	1127	1509	5070.83	989	1258	1175.50	910	883.50
NC_007087.3:210001..212500	NC_007087.3	210001	212500	+	2500	373.25	462.50	301	174.67	135.50	36	179.50	267	232.50
NC_007087.3:212501..215000	NC_007087.3	212501	215000	+	2500	391	1822.50	703.00	221.50	430.50	1226	2174.50	3265.00	2370.50
NC_007087.3:215001..217500	NC_007087.3	215001	217500	+	2500	555.25	3275.50	1666.50	114	915	1337.50	762.50	1809.50	2065.50
NC_007087.3:217501..220000	NC_007087.3	217501	220000	+	2500	747.75	2009.00	1111.50	778.50	833.00	242	642.50	1021.50	1230.22
NC_007087.3:220001..222500	NC_007087.3	220001	222500	+	2500	96	2950.50	1132.50	106.50	827.50	470	510	1057.50	1469
NC_007087.3:222501..225000	NC_007087.3	222501	225000	+	2500	71	3260.50	1174.50	117	1020.50	602	695.50	1221	1676
NC_007087.3:225001..227500	NC_007087.3	225001	227500	+	2500	2929	3519.50	2907.50	6074.50	2502	1999	2857	3581	2909.50
NC_007087.3:227501..230000	NC_007087.3	227501	230000	+	2500	8773	8521.25	7716	9986	5335	9930.75	9926.25	9543	7110.50
NC_007087.3:230001..232500	NC_007087.3	230001	232500	+	2500	89202.75	47845.75	71061.49	101654.99	48349.00	141565.75	56356.25	38108.50	27604.00
NC_007087.3:232501..235000	NC_007087.3	232501	235000	+	2500	129.75	284	40	98.50	501	274.50	302	272	570.50
NC_007087.3:235001..237500	NC_007087.3	235001	237500	+	2500	611	1403	550.50	1108	2491	2087.00	1212	1385	2565
NC_007087.3:237501..240000	NC_007087.3	237501	240000	+	2500	1156.50	1537.50	1281.50	572	787	1234.50	754	1094.50	1225
NC_007087.3:240001..242500	NC_007087.3	240001	242500	+	2500	117	874.50	400.50	503.50	876.50	923.50	546.50	980.50	1242.50
NC_007087.3:242501..245000	NC_007087.3	242501	245000	+	2500	1532.50	8121	3671	265	575	451	1224	1559	1697
NC_007087.3:245001..247500	NC_007087.3	245001	247500	+	2500	1317.50	831	847.50	4037.50	1758.50	1852.50	1689.50	1960	1179
NC_007087.3:247501..250000	NC_007087.3	247501	250000	+	2500	14	6	14	120	38.50	42	601	949.50	1038.50
NC_007087.3:250001..252500	NC_007087.3	250001	252500	+	2500	1032.50	459.50	542.50	3127.33	1871	2374	2386.83	3072.00	3062.83
NC_007087.3:252501..255000	NC_007087.3	252501	255000	+	2500	5548.25	2361	3186.50	2782.67	428.50	1903.50	1630	1137.50	1121
NC_007087.3:255001..257500	NC_007087.3	255001	257500	+	2500	6664.75	3435	4531	3535.58	885	1396	2128.50	2085.50	1503
NC_007087.3:257501..260000	NC_007087.3	257501	260000	+	2500	4548	4858.50	3455.50	6228.25	5072.50	7376.50	5738	3096.50	4438.50
NC_007087.3:260001..262500	NC_007087.3	260001	262500	+	2500	3318.50	5033.50	2559.50	2843.00	5688.80	4863.50	5840	2399.50	5249.50
NC_007087.3:262501..265000	NC_007087.3	262501	265000	+	2500	339.50	902.50	542	552	817.50	501	301	506	689
NC_007087.3:265001..267500	NC_007087.3	265001	267500	+	2500	49	393	219	37	291.50	248.50	152	215	361.50
NC_007087.3:267501..270000	NC_007087.3	267501	270000	+	2500	76.50	176.50	100.50	270.50	157.50	99	153	157	122
NC_007087.3:270001..272500	NC_007087.3	270001	272500	+	2500	24693	11181	14924.00	6895	1165.50	3051.50	5102	5022.50	4135
NC_007087.3:272501..275000	NC_007087.3	272501	275000	+	2500	6927.50	7774.50	10188.50	1276	1601.50	3931.50	9058.50	8319.50	11258.83
NC_007087.3:275001..277500	NC_007087.3	275001	277500	+	2500	6995.50	22770.50	36252.00	2002.50	1070.50	6331.50	18009.50	10760.00	13162.67
NC_007087.3:277501..280000	NC_007087.3	277501	280000	+	2500	26088.50	10904.78	14669.88	12617.50	2144.50	2952.50	6951.50	3231	3641.50
NC_007087.3:280001..282500	NC_007087.3	280001	282500	+	2500	7267.50	4622.50	4447.50	662	278	825.50	4003.50	2407	2109.50
NC_007087.3:282501..285000	NC_007087.3	282501	285000	+	2500	9.50	5.22	7.62	1059.50	1084	843.50	555	330.50	495.50
NC_007087.3:285001..287500	NC_007087.3	285001	287500	+	2500	375	964	409	981	1266	541	879	674	1093.50
NC_007087.3:287501..290000	NC_007087.3	287501	290000	+	2500	1923.50	2215.50	1620.83	521	500	526.79	671.50	710.90	901.79
NC_007087.3:290001..292500	NC_007087.3	290001	292500	+	2500	4730.50	5734.25	5372.50	1790.50	1453	2664.50	2476.50	2326	2703.50
NC_007087.3:292501..295000	NC_007087.3	292501	295000	+	2500	810	3737.25	2419.70	1712.50	3820.50	3686.00	2346.00	3007.50	3762.17
NC_007087.3:295001..297500	NC_007087.3	295001	297500	+	2500	271	180	202	369	185.50	157.50	341.25	241.50	183
NC_007087.3:297501..300000	NC_007087.3	297501	300000	+	2500	12164.50	2233	1561.50	24257	7909.50	11474	26826.25	14062.50	8522.50
NC_007087.3:300001..302500	NC_007087.3	300001	302500	+	2500	3684.50	2155	1347	6280	2969.25	2888.50	6077.00	3627	3163.50
NC_007087.3:302501..305000	NC_007087.3	302501	305000	+	2500	228.50	382	227.50	145	260.75	156	223.50	212.50	324
NC_007087.3:305001..307500	NC_007087.3	305001	307500	+	2500	21	15	12.50	4037.50	4761.50	2224.50	2223.50	5034.25	3288.00
NC_007087.3:307501..310000	NC_007087.3	307501	310000	+	2500	28	12	10	2193.50	1102.00	581	2035.50	2624.75	2540.00
NC_007087.3:310001..312500	NC_007087.3	310001	312500	+	2500	510.50	448.50	359.50	1916	1578	852.50	2422	2811.50	3513.25
NC_007087.3:312501..315000	NC_007087.3	312501	315000	+	2500	463.50	1036	755	212.50	441.50	327.50	795.20	2033	1450.10
NC_007087.3:315001..317500	NC_007087.3	315001	317500	+	2500	137	267.50	189.50	27	60.50	38	228	494.50	263.50
NC_007087.3:317501..320000	NC_007087.3	317501	320000	+	2500	8	10	11	1	0	2.50	9.33	4	0
NC_007087.3:320001..322500	NC_007087.3	320001	322500	+	2500	4805	1988.50	2980.50	17332.17	3076.50	4585.00	4324.17	3425.50	2059.50
NC_007087.3:322501..325000	NC_007087.3	322501	325000	+	2500	3283.00	1393	1424.50	20716.33	4169	5125.50	4558.00	3657.50	2352
NC_007087.3:325001..327500	NC_007087.3	325001	327500	+	2500	4126.90	2352	3471	3564.72	1233.22	1671.50	1733	1942.72	1370.50
NC_007087.3:327501..330000	NC_007087.3	327501	330000	+	2500	44.50	152.50	83	502	856.50	353.50	215	516.50	781
NC_007087.3:330001..332500	NC_007087.3	330001	332500	+	2500	18	69	31	92	220	61	44.50	114	143
NC_007087.3:332501..335000	NC_007087.3	332501	335000	+	2500	4.25	28	4	42	34	46	28	18	22
NC_007087.3:335001..337500	NC_007087.3	335001	337500	+	2500	3579	3288	3077.25	2497	615	564.50	1205.50	1184	991.25
NC_007087.3:337501..340000	NC_007087.3	337501	340000	+	2500	27336.75	14597.75	16378.50	75932.50	18264	58280.25	25877.00	12685	16956
NC_007087.3:340001..342500	NC_007087.3	340001	342500	+	2500	193	154.25	54.75	162.50	263	230.25	138.50	115	213.75
NC_007087.3:342501..345000	NC_007087.3	342501	345000	+	2500	261	153	413.50	976.50	369	456	401.50	328.50	434.50
NC_007087.3:345001..347500	NC_007087.3	345001	347500	+	2500	0	4	2	207	80	101	74.50	78.50	111.50
NC_007087.3:347501..350000	NC_007087.3	347501	350000	+	2500	0	0	2	126.50	282	152.50	143	163	262.50
NC_007087.3:350001..352500	NC_007087.3	350001	352500	+	2500	101	111.50	38	966	1052	1087	516.50	446	838.50
NC_007087.3:352501..355000	NC_007087.3	352501	355000	+	2500	88	124.50	54	311.50	598	282.50	476	377.00	755.50
NC_007087.3:355001..357500	NC_007087.3	355001	357500	+	2500	790.50	7364.92	2815	1616	5514	3663.50	3593.50	9342.50	8054.25
NC_007087.3:357501..360000	NC_007087.3	357501	360000	+	2500	3671	3985.58	2811	506.50	229.50	267	4540	4786.50	3896.75
NC_007087.3:360001..362500	NC_007087.3	360001	362500	+	2500	1976	2448.50	1858	369	250.50	122	2566	3203	2163
NC_007087.3:362501..365000	NC_007087.3	362501	365000	+	2500	3967.00	1611.50	2996.00	4727	2235	1820.50	2079	2420.50	1573
NC_007087.3:365001..367500	NC_007087.3	365001	367500	+	2500	7699	3282.50	5615.50	7174	1734	1574	2249.50	2939.50	1446.50
NC_007087.3:367501..370000	NC_007087.3	367501	370000	+	2500	211.50	40.25	86.50	405.50	111	137.50	372	769.50	246
NC_007087.3:370001..372500	NC_007087.3	370001	372500	+	2500	2210.00	1706.25	1177.75	6609.00	2833	573.00	2254.50	2569.50	1565.50
NC_007087.3:372501..375000	NC_007087.3	372501	375000	+	2500	2799.50	3261	2786.50	8252	5680	3418.50	3736.50	4682	3335
NC_007087.3:375001..377500	NC_007087.3	375001	377500	+	2500	1571	2376	1346	4103.50	1989	4673	4156.25	2256.50	3235.50
NC_007087.3:377501..380000	NC_007087.3	377501	380000	+	2500	1480	5533.50	2587.50	4266.50	4926	11648.75	9450.25	5807.50	8626.50
NC_007087.3:380001..382500	NC_007087.3	380001	382500	+	2500	4741.50	4406	3376.50	2105	1902.50	5225.75	3760.00	3720	3534
NC_007087.3:382501..385000	NC_007087.3	382501	385000	+	2500	9612.00	12758	7408.00	759.50	594	676	968.50	1315	1572.50
NC_007087.3:385001..387500	NC_007087.3	385001	387500	+	2500	3468.25	2620	2439.50	2522	750.50	313	1246.50	1347.50	911
NC_007087.3:387501..390000	NC_007087.3	387501	390000	+	2500	149.50	296	141	70	315.50	220	181.50	236.50	308
NC_007087.3:390001..392500	NC_007087.3	390001	392500	+	2500	56.25	233.50	94.50	62	133.50	120.50	76	118.25	221.50
NC_007087.3:392501..395000	NC_007087.3	392501	395000	+	2500	6	220.50	50.50	4	101	60.50	40	96.75	209.50
NC_007087.3:395001..397500	NC_007087.3	395001	397500	+	2500	338	318	269	1235	629	263	2507	480	1123
NC_007087.3:397501..400000	NC_007087.3	397501	400000	+	2500	9.33	6.17	7.33	9	5	5	286.83	54.50	9.33
NC_007087.3:400001..402500	NC_007087.3	400001	402500	+	2500	310.50	565	231	93.50	36	63	775.50	427	611.50
NC_007087.3:402501..405000	NC_007087.3	402501	405000	+	2500	107.50	406.50	122	28.50	16	17	423.50	270	384.50
NC_007087.3:405001..407500	NC_007087.3	405001	407500	+	2500	594.42	772.33	381.25	51.50	33.50	176	365.83	239	318.83
NC_007087.3:407501..410000	NC_007087.3	407501	410000	+	2500	1671.50	1062	1020	1549	683.50	229	1011.50	1569.50	823
NC_007087.3:410001..412500	NC_007087.3	410001	412500	+	2500	151.50	65	50.00	84.50	32	15	88.50	61.50	57.50
NC_007087.3:412501..415000	NC_007087.3	412501	415000	+	2500	8113.50	1173.50	5237.75	807	271	287	2320	923	1214.50
NC_007087.3:415001..417500	NC_007087.3	415001	417500	+	2500	50003.00	39338.50	51690.58	12752.50	7213	30887.50	47830.50	18426.33	22636.50
NC_007087.3:417501..420000	NC_007087.3	417501	420000	+	2500	0.50	0	0	1321.50	174	156.50	47.25	73	52
NC_007087.3:420001..422500	NC_007087.3	420001	422500	+	2500	738.50	710.17	649.25	12042.49	3473.71	8535.99	3048.50	3862.50	1773.00
NC_007087.3:422501..425000	NC_007087.3	422501	425000	+	2500	144259.50	193295.50	160442.17	10689.50	3514.50	11855	57849.58	34820	45979.83
NC_007087.3:425001..427500	NC_007087.3	425001	427500	+	2500	73417.25	90798.83	71400.25	5374	1802.50	9847	27395	15957.50	22026.50
NC_007087.3:427501..430000	NC_007087.3	427501	430000	+	2500	29.50	1064	824.50	42	97.50	146	199	407	293
NC_007087.3:430001..432500	NC_007087.3	430001	432500	+	2500	31.39	183	95	11.50	11.50	42.92	43.20	52	56
NC_007087.3:432501..435000	NC_007087.3	432501	435000	+	2500	1	12	14	54	22	66	98	44	48
NC_007087.3:435001..437500	NC_007087.3	435001	437500	+	2500	16	8	8	5529	2131	1580.50	973.50	830	982
NC_007087.3:437501..440000	NC_007087.3	437501	440000	+	2500	4826.17	4632.00	3281.50	1879.50	753	1162.75	2112.50	2366	1944.17
NC_007087.3:440001..442500	NC_007087.3	440001	442500	+	2500	5290.50	7995.83	2847.50	1615.50	1088	1863.75	2570.00	2738	2405.50
NC_007087.3:442501..445000	NC_007087.3	442501	445000	+	2500	2421	1240	1304	792	462	569.50	1448	1102	1387
NC_007087.3:445001..447500	NC_007087.3	445001	447500	+	2500	0	4	0	864	468	470	451	358	343
NC_007087.3:447501..450000	NC_007087.3	447501	450000	+	2500	1	0	0	0	0	0	2	4	0
NC_007087.3:450001..452500	NC_007087.3	450001	452500	+	2500	91	142	76.50	462.50	615	306.50	1175.50	1157	1316
NC_007087.3:452501..455000	NC_007087.3	452501	455000	+	2500	625.50	1101	413.50	1657.50	3405.29	5001.50	5993.50	5128.50	7741
NC_007087.3:455001..457500	NC_007087.3	455001	457500	+	2500	39.33	62	12	36	18.50	52	77	249	228
NC_007087.3:457501..460000	NC_007087.3	457501	460000	+	2500	35.83	23.67	8.50	54.50	29.50	18	24.50	57.85	90
NC_007087.3:460001..462500	NC_007087.3	460001	462500	+	2500	24.33	17.17	3.50	29.50	10	6	61.50	72.75	59.50
NC_007087.3:462501..465000	NC_007087.3	462501	465000	+	2500	17.50	17.17	9	11	10.50	5	10	25.50	19
NC_007087.3:465001..467500	NC_007087.3	465001	467500	+	2500	21.50	205.50	45	53	354.50	134	28	169.22	474.50
NC_007087.3:467501..470000	NC_007087.3	467501	470000	+	2500	19	462.72	108.75	42	912.50	405.20	77.98	287.72	984.23
NC_007087.3:470001..472500	NC_007087.3	470001	472500	+	2500	85.62	1194.59	387.25	128.35	2752.80	1150.66	378.68	1181.78	2805.07
NC_007087.3:472501..475000	NC_007087.3	472501	475000	+	2500	50.40	1465.60	534.57	490.27	3223.14	2800.91	646.08	1541.23	3734.56
NC_007087.3:475001..477500	NC_007087.3	475001	477500	+	2500	36	10.50	11	94.50	66.07	509	151	342	442.50
NC_007087.3:477501..480000	NC_007087.3	477501	480000	+	2500	14	27.50	41	2	16	651	159	258	379
NC_007087.3:480001..482500	NC_007087.3	480001	482500	+	2500	2418.50	2145	1993	433	95.50	55.50	1076.50	865	676.75
NC_007087.3:482501..485000	NC_007087.3	482501	485000	+	2500	3008.75	2723.25	2959	613.50	233	146.50	1424	1180	896.00
